name,chr,strand,start,end,symbol,selected_identifier
8083144,chr3,+,143346985,143347087,---,ENST00000383877
8083146,chr3,+,143824955,143915193,PLS1,NM_002670
8083164,chr3,+,143875128,143875436,---,ENST00000362449
8083166,chr3,+,143925955,144009419,TRPC1,NM_003304
8083183,chr3,+,144203061,144262257,SR140,NM_001080415
8083214,chr3,+,144321357,144324502,CHST2,NM_004267
8083223,chr3,+,145173602,145193891,C3orf58,BC037293
8083227,chr3,+,145645535,145645727,---,ENST00000391469
8083229,chr3,+,147265047,147266846,---,ENST00000356397
8083233,chr3,+,148609870,148617196,ZIC1,NM_003412
8083240,chr3,+,149898347,149943480,AGTR1,NM_031850
8083246,chr3,+,150028130,150060633,CPB1,ENST00000282957
8083260,chr3,+,150065732,150097560,CPA3,NM_001870
8083272,chr3,+,150191928,150228081,GYG1,ENST00000345003
8083282,chr3,+,150330060,150373995,HPS3,NM_032383
8083301,chr3,+,150674450,150716260,TM4SF4,ENST00000305354
8083310,chr3,+,151013164,151162615,RNF13,NM_007282
8083318,chr3,+,151171755,151173225,LOC646903,BC012363
8083320,chr3,+,151184778,151185274,---,ENST00000315063
8083324,chr3,+,151609477,151660305,TSC22D2,NM_014779
8083333,chr3,+,151747204,151784717,EIF2A,AF212241
8083352,chr3,+,151803812,151828855,SELT,ENST00000361622
8083360,chr3,+,152287365,152634500,MED12L,NM_053002
8083407,chr3,+,152480499,152480815,---,ENST00000326118
8083409,chr3,+,152934393,152958244,AADACL2,NM_207365
8083415,chr3,+,153014550,153028966,AADAC,NM_001086
8083422,chr3,+,153080370,153082026,SUCNR1,ENST00000362032
8083429,chr3,+,153468518,153666258,MBNL1,NM_021038
8083445,chr3,+,153649750,153649863,---,ENST00000364347
8083447,chr3,+,154036124,154038530,P2RY1,U42030
8083457,chr3,+,154362718,154368953,RAP2B,NM_002886
8083463,chr3,+,154684973,154703173,LOC152118,AF086445
8083467,chr3,+,154807855,154807957,---,ENST00000363292
8083471,chr3,+,155321838,155458310,SGEF,NM_015595
8083492,chr3,+,155530198,155530300,---,ENST00000385931
8083494,chr3,+,156284650,156384212,MME,ENST00000404362
8083523,chr3,+,157071150,157138193,GMPS,AK291504
8083538,chr3,+,157219240,157238169,VN2R1P,ENST00000312652
8083546,chr3,+,157491469,157739621,KCNAB1,NM_172159
8083569,chr3,+,157875072,157907228,TIPARP,NM_015508
8083576,chr3,+,158026789,158246612,LEKR1,NM_001004316
8083592,chr3,+,158354030,158354123,---,ENST00000364908
8083594,chr3,+,158637273,158644111,PTX3,NM_002852
8083599,chr3,+,158743859,158779236,C3orf55,BC126187
8083605,chr3,+,159310585,159745270,RSRC1,NM_016625
8083616,chr3,+,159771646,159806946,MLF1,NM_022443
8083630,chr3,+,159845010,159893054,GFM1,NM_024996
8083652,chr3,+,159940899,159943998,---,AY070437
8083656,chr3,+,160002576,160030192,MFSD1,AB014732
8083673,chr3,+,160446324,161097256,IQCJ,DQ157848
8083677,chr3,+,160473729,161097841,SCHIP1,BC036535
8083690,chr3,+,161189322,161196500,IL12A,NM_000882
8083704,chr3,+,161301171,161303355,BRD7,ENST00000331842
8083707,chr3,+,161426322,161428693,LOC401097,ENST00000326474
8083709,chr3,+,161601040,161635435,SMC4,NM_005496
8083737,chr3,+,161605069,161605167,---,hsa-mir-15b
8083739,chr3,+,161605226,161605307,---,hsa-mir-16-2
8083743,chr3,+,161877641,161878927,ARL14,NM_025047
8083745,chr3,+,161897410,161897542,---,ENST00000384356
8083747,chr3,+,161918920,161919005,---,ENST00000385891
8083749,chr3,+,161956689,162271511,PPM1L,NM_139245
8083757,chr3,+,162421792,162452489,NMD3,NM_015938
8083770,chr3,+,162697289,162704424,OTOL1,NM_001080440
8083775,chr3,+,168011638,168012070,---,ENST00000331839
8083777,chr3,+,168266277,168267013,LOC131055,ENST00000407723
8083779,chr3,+,168936125,169026051,SERPINI1,NM_001122752
8083792,chr3,+,170909776,170910252,---,ENST00000333720
8083794,chr3,+,170973546,170988031,MYNN,NM_018657
8083808,chr3,+,171022403,171038254,LRRIQ4,NM_001080460
8083814,chr3,+,171112053,171139640,SAMD7,ENST00000335556
8083826,chr3,+,171167273,171198855,SEC62,NM_003262
8083839,chr3,+,171239396,171285872,GPR160,ENST00000355897
8083848,chr3,+,171257782,171257911,---,ENST00000364472
8083850,chr3,+,171288291,171290072,---,AK095225
8083852,chr3,+,171350326,171350433,---,ENST00000362666
8083876,chr3,+,171558166,171593642,SKIL,NM_005414
8083887,chr3,+,171619346,171635172,CLDN11,NM_005602
8083893,chr3,+,172483918,172485091,---,BC033582
8083895,chr3,+,172893694,172893798,---,ENST00000385787
8083901,chr3,+,173240111,173601184,FNDC3B,NM_022763
8083933,chr3,+,173437830,173438081,---,ENST00000385786
8083935,chr3,+,173843804,173844929,---,AF116626
8083937,chr3,+,173903607,173903708,---,ENST00000385783
8083939,chr3,+,173919995,173923789,---,AK128090
8083941,chr3,+,173951206,174021957,ECT2,ENST00000232458
8083968,chr3,+,174598937,175483810,NLGN1,NM_014932
8083978,chr3,+,176059804,177006122,NAALADL2,NM_207015
8083994,chr3,+,176809960,176810110,---,ENST00000364778
8083996,chr3,+,176939752,176939856,---,ENST00000385765
8083998,chr3,+,176968039,176968143,---,ENST00000364582
8084000,chr3,+,177963710,177963795,---,ENST00000385755
8084002,chr3,+,179736917,180044911,KCNMB2,NM_181361
8084012,chr3,+,180294384,180294489,---,ENST00000385725
8084014,chr3,+,180298212,180298322,---,ENST00000363746
8084016,chr3,+,180399230,180434927,PIK3CA,BC113603
8084035,chr3,+,180524244,180536014,ZNF639,NM_016331
8084045,chr3,+,180548173,180593702,MFN1,NM_033540
8084067,chr3,+,180763401,180788887,ACTL6A,NM_178042
8084092,chr3,+,180805297,180824981,NDUFB5,BC017909
8084100,chr3,+,180853626,180989881,USP13,NM_003940
8084122,chr3,+,180980037,180980200,---,ENST00000385711
8084124,chr3,+,181743182,181743318,---,ENST00000364940
8084126,chr3,+,181781538,181781645,---,ENST00000363116
8084128,chr3,+,181802611,181811611,TTC14,NM_133462
8084146,chr3,+,182113145,182177647,FXR1,NM_001013439
8084165,chr3,+,182912415,182914917,SOX2,NM_003106
8084169,chr3,+,183013895,183014184,---,ENST00000385679
8084173,chr3,+,183993984,184122115,ATP11B,NM_014616
8084206,chr3,+,184453725,184473873,B3GNT5,NM_032047
8084213,chr3,+,184652338,184652470,---,ENST00000364359
8084215,chr3,+,184654295,184654426,---,ENST00000362493
8084217,chr3,+,184654614,184654744,---,ENST00000385650
8084219,chr3,+,184836104,184884998,KLHL24,NM_017644
8084232,chr3,+,184898299,185013107,YEATS2,NM_018023
8084266,chr3,+,185232025,185239851,HTR3D,NM_182537
8084275,chr3,+,185253528,185261155,HTR3C,NM_130770
8084284,chr3,+,185300660,185307477,HTR3E,NM_182589
8084299,chr3,+,185312063,185318379,HSP90AA5P,AY956761
8084303,chr3,+,185335817,185345784,EIF2B5,BC013590
8084323,chr3,+,185355977,185374008,DVL3,NM_004423
8084345,chr3,+,185375327,185384573,AP2M1,NM_004068
8084360,chr3,+,185386556,185394489,ABCF3,NM_018358
8084382,chr3,+,185433897,185442765,VWA5B2,AK293885
8084397,chr3,+,185476492,185493513,ECE2,NM_001100120
8084423,chr3,+,185499715,185509534,PSMD2,NM_002808
8084439,chr3,+,185515808,185535839,EIF4G1,ENST00000342981
8084478,chr3,+,185536418,185546755,FAM131A,BC037299
8084488,chr3,+,185563887,185569057,POLR2H,NM_006232
8084496,chr3,+,185580554,185590311,CHRD,NM_003741
8084524,chr3,+,185762280,185782890,EPHB3,NM_004443
8084541,chr3,+,186012624,186253096,VPS8,NM_001009921
8084589,chr3,+,186563663,186683322,MAP3K13,NM_004721
8084605,chr3,+,186642700,186642799,---,ENST00000385647
8084607,chr3,+,186786724,186831579,SENP2,NM_021627
8084627,chr3,+,186913733,186930268,C3orf65,BC041450
8084630,chr3,+,187177337,187181357,---,BX640843
8084634,chr3,+,187771160,187786283,DNAJB11,NM_016306
8084648,chr3,+,187813543,187821802,AHSG,NM_001622
8084657,chr3,+,187840842,187853491,FETUB,NM_014375
8084668,chr3,+,187866491,187878717,HRG,NM_000412
8084679,chr3,+,187917813,187944437,KNG1,NM_000893
8084694,chr3,+,187984054,187990379,EIF4A2,NM_001967
8084704,chr3,+,187984912,187990377,EIF4A2,AB209021
8084708,chr3,+,187986444,187988851,SNORA4,AK296279
8084710,chr3,+,188043156,188058946,ADIPOQ,NM_004797
8084717,chr3,+,188131209,188279035,ST6GAL1,NM_173216
8084726,chr3,+,188397967,188401947,RTP1,NM_153708
8084732,chr3,+,188568861,188572063,RTP4,NM_022147
8084737,chr3,+,188623796,188623901,---,ENST00000385633
8084739,chr3,+,189379024,189381292,FLJ42393,AK124384
8084742,chr3,+,189413414,190080135,LPP,NM_005578
8084755,chr3,+,189889262,189889348,---,hsa-mir-28
8084757,chr3,+,190372456,190523964,TPRG1,NM_198485
8084766,chr3,+,190990142,191097762,TP63,NM_001114980
8084788,chr3,+,191588534,191611027,CLDN16,NM_006580
8084794,chr3,+,191714584,191851995,IL1RAP,NM_002182
8084812,chr3,+,192023108,192023289,---,ENST00000385613
8084814,chr3,+,192413015,192450604,OSTN,NM_198184
8084818,chr3,+,192529908,192592710,CCDC50,ENST00000282358
8084832,chr3,+,192661645,192661939,PYDC2,NM_001083308
8084834,chr3,+,192841617,192841720,---,ENST00000364990
8084838,chr3,+,194441611,194471338,HRASLS,NM_020386
8084844,chr3,+,194793626,194898293,OPA1,NM_130837
8084878,chr3,+,194824671,194824784,---,ENST00000384640
8084880,chr3,+,195336627,195339090,HES1,NM_005524
8084887,chr3,+,195346160,195346454,---,ENST00000385589
8084889,chr3,+,195364934,195365127,---,ENST00000385588
8084891,chr3,+,195887910,195891055,FAM43A,NM_153690
8084895,chr3,+,196936768,196950211,MUC20,NM_001098516
8084921,chr3,+,197122574,197124532,LOC100128262,AK094115
8084923,chr3,+,197353903,197372158,FLJ25996,AK129507
8084927,chr3,+,197413616,197413714,---,ENST00000385563
8084929,chr3,+,197427779,197444696,OSTalpha,NM_152672
8084941,chr3,+,197611189,197611474,---,ENST00000385559
8084943,chr3,+,197642631,197644639,---,AK092964
8084947,chr3,+,197780121,197800327,FBXO45,NM_001105573
8084951,chr3,+,197851052,197873271,LRRC33,NM_198565
8084955,chr3,+,197923642,197947273,PIGX,NM_017861
8084963,chr3,+,197951311,198043749,PAK2,ENST00000327134
8084971,chr3,+,198079123,198145981,SENP5,NM_152699
8084982,chr3,+,198153941,198155281,LOC152217,AK123020
8084986,chr3,+,198960820,198995714,FYTTD1,NM_001011537
8085000,chr3,+,199002541,199082853,LRCH3,NM_032773
8085024,chr3,+,199105774,199105881,---,ENST00000362436
8085026,chr3,+,199161448,199167118,RPL35A,NM_000996
8085033,chr3,+,199171467,199254986,LMLN,NM_033029
8085052,chr3,+,199205874,199205977,---,ENST00000364752
8085056,chr3,-,1082263,1082559,---,ENST00000386965
8085058,chr3,-,1612457,1612929,LOC391504,ENST00000333351
8085062,chr3,-,3086422,3126664,IL5RA,M96652
8085081,chr3,-,3166695,3196390,CRBN,NM_016302
8085094,chr3,-,4377828,4483966,SUMF1,NM_182760
8085112,chr3,-,4895282,4895386,---,ENST00000386983
8085114,chr3,-,5102862,5102964,---,ENST00000384553
8085116,chr3,-,5203856,5204983,---,BC011805
8085118,chr3,-,5269610,5269908,---,ENST00000386992
8085120,chr3,-,8381229,8381335,---,ENST00000386994
8085122,chr3,-,8636320,8668737,C3orf32,AB024705
8085138,chr3,-,8767094,8786300,OXTR,NM_000916
8085145,chr3,-,8893881,8980159,RAD18,NM_020165
8085164,chr3,-,8997277,9265897,SRGAP3,AF464189
8085193,chr3,-,9410633,9413752,LOC440944,AK128398
8085195,chr3,-,9515044,9570486,LHFPL4,NM_198560
8085206,chr3,-,9774030,9786661,CAMK1,NM_003656
8085220,chr3,-,9799811,9809420,TADA3L,NM_133480
8085233,chr3,-,9854533,9860702,RPUSD3,NM_173659
8085244,chr3,-,9883394,10043031,CIDEC,AF230335
8085253,chr3,-,9935734,9935837,---,ENST00000391025
8085255,chr3,-,9962225,9969078,PRRT3,NM_207351
8085263,chr3,-,9980635,10003522,TMEM111,NM_018447
8085272,chr3,-,10023101,10027779,LOC401052,AK022260
8085276,chr3,-,10034236,10042820,CIDECP,NR_002786
8085283,chr3,-,10098003,10124915,C3orf24,NM_173472
8085287,chr3,-,10132359,10143874,C3orf10,AF220047
8085293,chr3,-,10302433,10307419,GHRL,NM_016362
8085300,chr3,-,10317614,10337855,SEC13,NM_183352
8085311,chr3,-,10340706,10522268,ATP2B2,NM_001001331
8085340,chr3,-,11572543,11737220,VGLL4,NM_014667
8085350,chr3,-,11806918,11863352,C3orf31,NM_138807
8085360,chr3,-,12169577,12175851,TIMP4,ENST00000287814
8085372,chr3,-,12527593,12527712,---,ENST00000363244
8085374,chr3,-,12600099,12680700,RAF1,NM_002880
8085393,chr3,-,12750391,12775808,TMEM40,NM_018306
8085407,chr3,-,12851443,12858081,RPL32,NM_001007073
8085412,chr3,-,12913718,12983960,IQSEC1,NM_014869
8085429,chr3,-,12923884,12924490,UNQ6487,AY358240
8085431,chr3,-,13332736,13436809,NUP210,NM_024923
8085475,chr3,-,13835082,13896619,WNT7A,NM_004625
8085481,chr3,-,14128577,14141372,CHCHD4,NM_144636
8085486,chr3,-,14161650,14195176,XPC,NM_004628
8085504,chr3,-,14505622,14556840,GRIP2,ENST00000273083
8085529,chr3,-,14547492,14547599,---,ENST00000384434
8085531,chr3,-,15065022,15081820,MRPS25,NM_022497
8085537,chr3,-,15086583,15115659,ZFYVE20,NM_022340
8085554,chr3,-,15253513,15253604,---,ENST00000387113
8085556,chr3,-,15271367,15348892,SH3BP5,AB005047
8085571,chr3,-,15426380,15444046,METTL6,NM_152396
8085579,chr3,-,15449620,15449727,---,ENST00000384199
8085581,chr3,-,15466643,15538262,COLQ,NM_005677
8085606,chr3,-,15523133,15523416,---,ENST00000387135
8085608,chr3,-,15577343,15618081,HACL1,BC001627
8085628,chr3,-,15686613,15814695,ANKRD28,AK293770
8085660,chr3,-,16273572,16281500,DPH3,NM_206831
8085665,chr3,-,16332355,16530226,RFTN1,NM_015150
8085676,chr3,-,16603304,16622010,DAZL,NM_001351
8085689,chr3,-,17173658,17757403,TBC1D5,NM_014744
8085714,chr3,-,17716395,17716468,---,ENST00000387170
8085716,chr3,-,18364269,18441833,SATB1,NM_002971
8085730,chr3,-,18971439,18971545,---,ENST00000387183
8085732,chr3,-,19895971,19963505,EFHB,ENST00000344838
8085749,chr3,-,19996457,20028746,C3orf48,ENST00000333083
8085754,chr3,-,20177088,20202687,SGOL1,NM_001012410
8085770,chr3,-,20285460,20285566,---,ENST00000362707
8085772,chr3,-,20524139,20524237,---,ENST00000384080
8085774,chr3,-,21437495,21767820,ZNF385D,NM_024697
8085784,chr3,-,23630158,23630258,---,ENST00000387239
8085786,chr3,-,23657983,23658087,---,ENST00000390967
8085788,chr3,-,23908575,23933541,NKIRAS1,NM_020345
8085797,chr3,-,24133648,24511317,THRB,NM_000461
8085811,chr3,-,25036660,25036942,---,ENST00000387266
8085813,chr3,-,25368778,25368887,---,ENST00000365092
8085815,chr3,-,25629018,25681402,TOP2B,AK296510
8085852,chr3,-,25735439,25799993,NGLY1,NM_018297
8085867,chr3,-,27178760,27307893,NEK10,ENST00000357467
8085912,chr3,-,27282074,27282178,---,ENST00000384521
8085914,chr3,-,27389217,27473249,SLC4A7,NM_003615
8085946,chr3,-,27732890,27738807,EOMES,BC037568
8085954,chr3,-,28338850,28365622,AZI2,NM_022461
8085967,chr3,-,28590349,28592915,C3orf53,AK090970
8085970,chr3,-,30320816,30321031,---,ENST00000363057
8085972,chr3,-,30744717,30866610,GADL1,BC093701
8085984,chr3,-,31674406,31997675,OSBPL10,ENST00000396556
8085999,chr3,-,32497807,32519407,CMTM6,NM_017801
8086008,chr3,-,32542470,32587354,DYNC1LI1,NM_016141
8086024,chr3,-,32832844,32833862,UNQ6490,AY358209
8086028,chr3,-,33013103,33113698,GLB1,NM_000404
8086048,chr3,-,33013103,33113318,GLB1,NM_001079811
8086051,chr3,-,33166540,33235711,SUSD5,NM_015551
8086057,chr3,-,33404831,33456874,UBP1,NM_014517
8086075,chr3,-,33508478,33508594,---,ENST00000365305
8086077,chr3,-,33513901,33734545,CLASP2,BC140778
8086120,chr3,-,36728916,36756356,DCLK3,NM_033403
8086125,chr3,-,36843312,36961552,LBA1,NM_014831
8086139,chr3,-,36984685,36984811,---,ENST00000387446
8086141,chr3,-,37002361,37009799,EPM2AIP1,NM_014805
8086150,chr3,-,37069120,37192855,LRRFIP2,NM_006309
8086181,chr3,-,37109627,37109729,---,ENST00000383918
8086183,chr3,-,37258289,37260672,FLJ31715,BC022164
8086185,chr3,-,38023992,38046158,PLCD1,NM_006225
8086201,chr3,-,38139204,38153737,ACAA1,NM_001607
8086216,chr3,-,38139210,38149047,ACAA1,AK127051
8086218,chr3,-,38320267,38320374,---,ENST00000362644
8086222,chr3,-,38564556,38666167,SCN5A,NM_001099404
8086255,chr3,-,38713840,38810505,SCN10A,NM_006514
8086283,chr3,-,38862263,38967056,SCN11A,NM_014139
8086313,chr3,-,39052058,39052145,---,ENST00000387593
8086315,chr3,-,39052395,39052625,---,ENST00000387597
8086317,chr3,-,39113094,39124134,GORASP1,NM_031899
8086330,chr3,-,39158347,39170106,AXUD1,NM_033027
8086341,chr3,-,39199710,39209081,XIRP1,NM_194293
8086344,chr3,-,39279988,39296531,CX3CR1,NM_001337
8086350,chr3,-,40515385,40515498,---,ENST00000363036
8086352,chr3,-,41263291,41978567,ULK4,AK304341
8086368,chr3,-,41783183,41783415,---,ENST00000387697
8086372,chr3,-,41898645,41978465,ULK4,BC014794
8086389,chr3,-,41915606,41915749,---,ENST00000390843
8086391,chr3,-,42274320,42282666,CCK,ENST00000396169
8086400,chr3,-,42413578,42427069,LYZL4,NM_144634
8086406,chr3,-,42564476,42598432,SEC22C,NM_004206
8086417,chr3,-,42692694,42692987,---,ENST00000387724
8086419,chr3,-,42709164,42718017,HHATL,ENST00000310417
8086434,chr3,-,42724877,42789749,CCDC13,NM_144719
8086451,chr3,-,42799403,42821031,HIGD1A,NM_001099669
8086457,chr3,-,42888687,42892637,CYP8B1,NM_004391
8086462,chr3,-,43095732,43122569,C3orf39,NM_032806
8086465,chr3,-,43246082,43246148,---,ENST00000387742
8086467,chr3,-,43382821,43638564,ANO10,NM_018075
8086482,chr3,-,44456265,44494166,ZNF445,NM_181489
8086494,chr3,-,44515465,44527132,ZNF852,AK296954
8086503,chr3,-,44931757,44935916,ZDHHC3,AK127837
8086505,chr3,-,44931757,44992678,ZDHHC3,NM_016598
8086517,chr3,-,45098772,45162918,CDCP1,NM_022842
8086530,chr3,-,45240959,45242818,TMEM158,NM_015444
8086536,chr3,-,45271905,45272116,---,ENST00000365398
8086540,chr3,-,45771944,45813039,SLC6A20,NM_020208
8086555,chr3,-,45840449,45858625,LZTFL1,NM_020347
8086572,chr3,-,45938208,46001491,FYCO1,BC101468
8086595,chr3,-,46037295,46038493,XCR1,BC095533
8086600,chr3,-,46218203,46224836,CCR1,NM_001295
8086607,chr3,-,46452507,46481657,LTF,X53961
8086615,chr3,-,46531881,46596576,LRRC2,NM_024750
8086627,chr3,-,46685682,46710195,ALS2CL,ENST00000318962
8086660,chr3,-,46728609,46734377,TSP50,NM_013270
8086669,chr3,-,46758584,46761249,TESSP5,NM_199183
8086683,chr3,-,46846897,46850589,TESSP2,NM_182702
8086689,chr3,-,46874360,46879977,MYL3,NM_000258
8086698,chr3,-,46938224,46993274,CCDC12,NM_144716
8086706,chr3,-,47032909,47140744,SETD2,ENST00000330022
8086729,chr3,-,47244520,47299341,KIF9,NM_022342
8086754,chr3,-,47430206,47459524,SCAP,ENST00000320017
8086784,chr3,-,47512133,47530203,TMEM103,NM_001031703
8086797,chr3,-,47576722,47577022,---,ENST00000387830
8086799,chr3,-,47578731,47595363,CSPG5,NM_006574
8086810,chr3,-,47602381,47798409,SMARCC1,NM_003074
8086842,chr3,-,47867183,47926882,MAP4,NM_030884
8086876,chr3,-,47948301,47948408,---,ENST00000362721
8086880,chr3,-,48175051,48204893,CDC25A,M81933
8086899,chr3,-,48310592,48317852,NME6,NM_005793
8086908,chr3,-,48420264,48446464,PLXNB1,ENST00000296440
8086949,chr3,-,48448173,48456517,CCDC51,ENST00000395694
8086953,chr3,-,48484200,48516665,SHISA5,NM_016479
8086961,chr3,-,48532110,48569327,PFKFB4,AY756063
8086981,chr3,-,48574154,48576205,UCN2,NM_033199
8086985,chr3,-,48576509,48607704,COL7A1,L02870
8087100,chr3,-,48611435,48622102,UQCRC1,NM_003365
8087116,chr3,-,48633195,48634292,TMEM89,ENST00000330862
8087119,chr3,-,48638159,48646283,SLC26A6,NM_001040454
8087145,chr3,-,48648899,48675352,CELSR3,NM_001407
8087182,chr3,-,48686281,48698338,NCKIPSD,NM_016453
8087201,chr3,-,48700439,48729710,IHPK2,NM_016291
8087210,chr3,-,48763096,48860274,PRKAR2A,NM_004157
8087224,chr3,-,48869359,48911406,SLC25A20,NM_000387
8087234,chr3,-,48930224,48931822,C3orf71,AK097724
8087236,chr3,-,49027438,49031021,DALRD3,NM_001009996
8087250,chr3,-,49032584,49032671,---,hsa-mir-425
8087252,chr3,-,49033054,49033146,---,hsa-mir-191
8087254,chr3,-,49036765,49041879,IMPDH2,NM_000884
8087271,chr3,-,49042145,49106508,QRICH1,NM_017730
8087283,chr3,-,49108368,49117175,QARS,NM_005051
8087308,chr3,-,49121189,49133268,USP19,AK294756
8087337,chr3,-,49133550,49145603,LAMB2,NM_002292
8087372,chr3,-,49174971,49178789,CCDC71,NM_022903
8087374,chr3,-,49282812,49290346,C3orf62,BC023586
8087380,chr3,-,49289580,49352540,USP4,NM_003363
8087405,chr3,-,49369612,49370795,GPX1,NM_201397
8087409,chr3,-,49371584,49424429,RHOA,BX647063
8087419,chr3,-,49429215,49435115,AMT,NM_000481
8087433,chr3,-,49429215,49435115,NICN1,NM_000481
8087447,chr3,-,49696384,49701200,MST1,NM_020998
8087453,chr3,-,49729280,49736353,AMIGO3,ENST00000320431
8087461,chr3,-,49733935,49736388,GMPPB,NM_013334
8087473,chr3,-,49739350,49760593,IHPK1,BC012944
8087481,chr3,-,49810668,49812272,LOC389118,AY358221
8087485,chr3,-,49817641,49826395,UBA7,NM_003335
8087513,chr3,-,49841031,49868996,TRAIP,NM_005879
8087530,chr3,-,49870425,49882373,CAMKV,NM_024046
8087547,chr3,-,49899439,49916310,MST1R,NM_002447
8087568,chr3,-,49921311,49942261,MON1A,ENST00000296473
8087576,chr3,-,50300168,50305030,IFRD2,NM_006764
8087596,chr3,-,50308836,50311716,HYAL3,NM_012191
8087611,chr3,-,50312324,50316008,HYAL1,NM_007312
8087624,chr3,-,50330231,50335285,HYAL2,NM_003773
8087634,chr3,-,50337344,50340672,TUSC2,NM_007275
8087640,chr3,-,50342220,50353371,RASSF1,NM_007182
8087653,chr3,-,50353514,50358960,ZMYND10,AB209621
8087669,chr3,-,50359922,50363213,TUSC4,BC050412
8087685,chr3,-,50367183,50371943,TMEM115,NM_007024
8087691,chr3,-,50375236,50516032,CACNA2D2,ENST00000266039
8087731,chr3,-,50570465,50580186,C3orf18,NM_016210
8087739,chr3,-,50618889,50624266,CISH,NM_145071
8087746,chr3,-,50799218,50799500,---,ENST00000343819
8087748,chr3,-,51408337,51509041,VPRBP,NM_014703
8087778,chr3,-,51620493,51620618,---,ENST00000408088
